cellId*Ganzzahl	entrezId*Ganzzahl	expressionValue*Zahl
80	11769	8.0
80	11770	8.0
80	11771	8.0
80	11772	8.0
80	11773	8.0
80	11774	8.0
80	11775	8.0
80	11776	8.0
80	11777	8.0
80	11778	8.0
80	11781	8.0
80	11782	8.0
80	11783	8.0
80	11784	8.0
80	11785	8.0
80	11787	8.0
80	11789	8.0
80	11790	8.0
80	11792	8.0
80	11793	8.0
80	11796	8.0
80	11797	8.0
80	11798	8.0
80	11799	8.0
80	11800	8.0
80	11801	8.0
80	11803	8.0
80	11804	8.0
80	11806	8.0
80	11807	8.0
80	11808	8.0
80	11810	8.0
80	11811	8.0
80	11812	8.0
80	11813	8.0
80	11814	8.0
80	11815	8.0
80	11816	8.0
80	11818	8.0
80	11819	8.0
80	11820	8.0
80	11821	8.0
80	11826	8.0
80	11827	8.0
80	11828	8.0
80	11829	8.0
80	11830	8.0
80	11831	8.0
80	11832	8.0
80	11833	8.0
80	11834	8.0
80	11835	8.0
80	11836	8.0
80	11837	8.0
80	11838	8.0
80	11839	8.0
80	11840	8.0
80	11841	8.0
80	11842	8.0
80	11843	8.0
80	11844	8.0
80	11845	8.0
80	11846	8.0
80	11847	8.0
80	11848	8.0
80	11849	8.0
80	11850	8.0
80	11851	8.0
80	11852	5.0
80	11853	2.0
80	11854	2.0
80	11855	2.0
80	11856	4.0
80	11857	3.0
80	11858	3.0
80	11859	2.0
80	11861	3.0
80	11863	5.0
80	11933	2.0
81	11287	2.0
81	11298	2.0
81	11302	3.0
81	11303	3.0
81	11304	2.0
81	11305	4.0
81	11306	4.0
81	11307	5.0
81	11308	4.0
81	11350	4.0
81	11352	8.0
81	11354	8.0
81	11358	8.0
81	11363	8.0
81	11364	8.0
81	11370	8.0
81	11409	8.0
81	11416	8.0
81	11418	8.0
81	11419	8.0
81	11421	8.0
81	11423	8.0
81	11425	8.0
81	11426	8.0
81	11428	8.0
81	11429	8.0
81	11430	8.0
81	11431	8.0
81	11432	8.0
81	11433	8.0
81	11434	8.0
81	11435	8.0
81	11438	8.0
81	11440	8.0
81	11441	8.0
81	11443	8.0
81	11444	8.0
81	11447	8.0
81	11448	8.0
81	11449	8.0
81	11450	8.0
81	11451	8.0
81	11452	8.0
81	11459	8.0
81	11461	8.0
81	11464	8.0
81	11465	8.0
81	11468	8.0
81	11470	8.0
81	11471	8.0
81	11472	8.0
81	11474	8.0
81	11475	8.0
81	11477	8.0
81	11479	8.0
81	11480	8.0
81	11481	8.0
81	11482	8.0
81	11484	8.0
81	11486	8.0
81	11487	8.0
81	11488	8.0
81	11489	8.0
81	11490	8.0
81	11491	8.0
81	11492	8.0
81	11495	8.0
81	11496	8.0
81	11497	8.0
81	11498	8.0
81	11499	8.0
81	11500	8.0
81	11501	8.0
81	11502	8.0
81	11504	8.0
81	11512	8.0
81	11513	8.0
81	11514	8.0
81	11515	8.0
81	11516	8.0
81	11517	8.0
81	11518	8.0
81	11519	8.0
81	11520	8.0
81	11522	8.0
81	11529	8.0
81	11532	8.0
81	11533	8.0
81	11534	8.0
81	11535	8.0
81	11536	8.0
81	11537	8.0
81	11538	8.0
81	11539	8.0
81	11540	8.0
81	11541	8.0
81	11542	8.0
81	11544	8.0
81	11545	8.0
81	11546	8.0
81	11548	8.0
81	11852	3.0
81	11853	4.0
81	11854	5.0
81	11855	3.0
81	11856	2.0
81	11857	3.0
81	11858	3.0
81	11859	3.0
81	11861	5.0
81	11863	4.0
81	11933	3.0
82	11287	2.0
82	11298	3.0
82	11302	2.0
82	11303	4.0
82	11304	4.0
82	11305	5.0
82	11306	2.0
82	11307	2.0
82	11308	3.0
82	11350	3.0
82	11548	8.0
82	11549	8.0
82	11550	8.0
82	11551	8.0
82	11552	8.0
82	11553	8.0
82	11554	8.0
82	11555	8.0
82	11556	8.0
82	11564	8.0
82	11565	8.0
82	11566	8.0
82	11567	8.0
82	11568	8.0
82	11569	8.0
82	11571	8.0
82	11572	8.0
82	11576	8.0
82	11592	8.0
82	11593	8.0
82	11595	8.0
82	11596	8.0
82	11600	8.0
82	11601	8.0
82	11602	8.0
82	11603	8.0
82	11604	8.0
82	11605	8.0
82	11606	8.0
82	11607	8.0
82	11608	8.0
82	11609	8.0
82	11610	8.0
82	11611	8.0
82	11614	8.0
82	11615	8.0
82	11622	8.0
82	11624	8.0
82	11625	8.0
82	11628	8.0
82	11629	8.0
82	11630	8.0
82	11632	8.0
82	11634	8.0
82	11636	8.0
82	11637	8.0
82	11639	8.0
82	11640	8.0
82	11641	8.0
82	11642	8.0
82	11643	8.0
82	11647	8.0
82	11648	8.0
82	11650	8.0
82	11651	8.0
82	11652	8.0
82	11655	8.0
82	11656	8.0
82	11657	8.0
82	11658	8.0
82	11666	8.0
82	11668	8.0
82	11669	8.0
82	11670	8.0
82	11671	8.0
82	11674	8.0
82	11676	8.0
82	11677	8.0
82	11682	8.0
82	11684	8.0
82	11685	8.0
82	11686	8.0
82	11687	8.0
82	11688	8.0
82	11689	8.0
82	11690	8.0
82	11691	8.0
82	11692	8.0
82	11694	8.0
82	11695	8.0
82	11697	8.0
82	11698	8.0
82	11699	8.0
82	11700	8.0
82	11701	8.0
82	11702	8.0
82	11704	8.0
82	11705	8.0
82	11717	8.0
82	11720	8.0
82	11722	8.0
82	11727	8.0
82	11728	8.0
82	11730	8.0
82	11731	8.0
82	11732	8.0
82	11733	8.0
82	11735	8.0
82	11736	8.0
82	11737	8.0
82	11739	8.0
82	11852	2.0
82	11853	4.0
82	11854	2.0
82	11855	3.0
82	11856	4.0
82	11857	4.0
82	11858	5.0
82	11859	3.0
82	11861	5.0
82	11863	5.0
82	11933	4.0
83	11287	2.0
83	11298	2.0
83	11302	3.0
83	11303	3.0
83	11304	3.0
83	11305	5.0
83	11306	4.0
83	11307	2.0
83	11308	2.0
83	11350	4.0
83	11739	8.0
83	11740	8.0
83	11743	8.0
83	11744	8.0
83	11745	8.0
83	11746	8.0
83	11747	8.0
83	11749	8.0
83	11750	8.0
83	11752	8.0
83	11753	8.0
83	11754	8.0
83	11757	8.0
83	11758	8.0
83	11761	8.0
83	11763	8.0
83	11764	8.0
83	11765	8.0
83	11766	8.0
83	11767	8.0
83	11768	8.0
83	11769	8.0
83	11770	8.0
83	11771	8.0
83	11772	8.0
83	11773	8.0
83	11774	8.0
83	11775	8.0
83	11776	8.0
83	11777	8.0
83	11778	8.0
83	11781	8.0
83	11782	8.0
83	11783	8.0
83	11784	8.0
83	11785	8.0
83	11787	8.0
83	11789	8.0
83	11790	8.0
83	11792	8.0
83	11793	8.0
83	11796	8.0
83	11797	8.0
83	11798	8.0
83	11799	8.0
83	11800	8.0
83	11801	8.0
83	11803	8.0
83	11804	8.0
83	11806	8.0
83	11807	8.0
83	11808	8.0
83	11810	8.0
83	11811	8.0
83	11812	8.0
83	11813	8.0
83	11814	8.0
83	11815	8.0
83	11816	8.0
83	11818	8.0
83	11819	8.0
83	11820	8.0
83	11821	8.0
83	11826	8.0
83	11827	8.0
83	11828	8.0
83	11829	8.0
83	11830	8.0
83	11831	8.0
83	11832	8.0
83	11833	8.0
83	11834	8.0
83	11835	8.0
83	11836	8.0
83	11837	8.0
83	11838	8.0
83	11839	8.0
83	11840	8.0
83	11841	8.0
83	11842	8.0
83	11843	8.0
83	11844	8.0
83	11845	8.0
83	11846	8.0
83	11847	8.0
83	11848	8.0
83	11849	8.0
83	11850	8.0
83	11851	8.0
83	11852	3.0
83	11853	2.0
83	11854	5.0
83	11855	5.0
83	11856	4.0
83	11857	3.0
83	11858	4.0
83	11859	3.0
83	11861	5.0
83	11863	3.0
83	11933	4.0
84	11287	2.0
84	11298	3.0
84	11302	2.0
84	11303	2.0
84	11304	5.0
84	11305	5.0
84	11306	4.0
84	11307	4.0
84	11308	3.0
84	11350	2.0
84	11352	8.0
84	11354	8.0
84	11358	8.0
84	11363	8.0
84	11364	8.0
84	11370	8.0
84	11409	8.0
84	11416	8.0
84	11418	8.0
84	11419	8.0
84	11421	8.0
84	11423	8.0
84	11425	8.0
84	11426	8.0
84	11428	8.0
84	11429	8.0
84	11430	8.0
84	11431	8.0
84	11432	8.0
84	11433	8.0
84	11434	8.0
84	11435	8.0
84	11438	8.0
84	11440	8.0
84	11441	8.0
84	11443	8.0
84	11444	8.0
84	11447	8.0
84	11448	8.0
84	11449	8.0
84	11450	8.0
84	11451	8.0
84	11452	8.0
84	11459	8.0
84	11461	8.0
84	11464	8.0
84	11465	8.0
84	11468	8.0
84	11470	8.0
84	11471	8.0
84	11472	8.0
84	11474	8.0
84	11475	8.0
84	11477	8.0
84	11479	8.0
84	11480	8.0
84	11481	8.0
84	11482	8.0
84	11484	8.0
84	11486	8.0
84	11487	8.0
84	11488	8.0
84	11489	8.0
84	11490	8.0
84	11491	8.0
84	11492	8.0
84	11495	8.0
84	11496	8.0
84	11497	8.0
84	11498	8.0
84	11499	8.0
84	11500	8.0
84	11501	8.0
84	11502	8.0
84	11504	8.0
84	11512	8.0
84	11513	8.0
84	11514	8.0
84	11515	8.0
84	11516	8.0
84	11517	8.0
84	11518	8.0
84	11519	8.0
84	11520	8.0
84	11522	8.0
84	11529	8.0
84	11532	8.0
84	11533	8.0
84	11534	8.0
84	11535	8.0
84	11536	8.0
84	11537	8.0
84	11538	8.0
84	11539	8.0
84	11540	8.0
84	11541	8.0
84	11542	8.0
84	11544	8.0
84	11545	8.0
84	11546	8.0
84	11548	8.0
84	11852	2.0
84	11853	5.0
84	11854	4.0
84	11855	2.0
84	11856	2.0
84	11857	4.0
84	11858	3.0
84	11859	3.0
84	11861	5.0
84	11863	4.0
84	11933	2.0
85	11287	3.0
85	11298	4.0
85	11302	5.0
85	11303	3.0
85	11304	3.0
85	11305	3.0
85	11306	5.0
85	11307	3.0
85	11308	3.0
85	11350	5.0
85	11548	8.0
85	11549	8.0
85	11550	8.0
85	11551	8.0
85	11552	8.0
85	11553	8.0
85	11554	8.0
85	11555	8.0
85	11556	8.0
85	11564	8.0
85	11565	8.0
85	11566	8.0
85	11567	8.0
85	11568	8.0
85	11569	8.0
85	11571	8.0
85	11572	8.0
85	11576	8.0
85	11592	8.0
85	11593	8.0
85	11595	8.0
85	11596	8.0
85	11600	8.0
85	11601	8.0
85	11602	8.0
85	11603	8.0
85	11604	8.0
85	11605	8.0
85	11606	8.0
85	11607	8.0
85	11608	8.0
85	11609	8.0
85	11610	8.0
85	11611	8.0
85	11614	8.0
85	11615	8.0
85	11622	8.0
85	11624	8.0
85	11625	8.0
85	11628	8.0
85	11629	8.0
85	11630	8.0
85	11632	8.0
85	11634	8.0
85	11636	8.0
85	11637	8.0
85	11639	8.0
85	11640	8.0
85	11641	8.0
85	11642	8.0
85	11643	8.0
85	11647	8.0
85	11648	8.0
85	11650	8.0
85	11651	8.0
85	11652	8.0
85	11655	8.0
85	11656	8.0
85	11657	8.0
85	11658	8.0
85	11666	8.0
85	11668	8.0
85	11669	8.0
85	11670	8.0
85	11671	8.0
85	11674	8.0
85	11676	8.0
85	11677	8.0
85	11682	8.0
85	11684	8.0
85	11685	8.0
85	11686	8.0
85	11687	8.0
85	11688	8.0
85	11689	8.0
85	11690	8.0
85	11691	8.0
85	11692	8.0
85	11694	8.0
85	11695	8.0
85	11697	8.0
85	11698	8.0
85	11699	8.0
85	11700	8.0
85	11701	8.0
85	11702	8.0
85	11704	8.0
85	11705	8.0
85	11717	8.0
85	11720	8.0
85	11722	8.0
85	11727	8.0
85	11728	8.0
85	11730	8.0
85	11731	8.0
85	11732	8.0
85	11733	8.0
85	11735	8.0
85	11736	8.0
85	11737	8.0
85	11739	8.0
85	11852	5.0
85	11853	3.0
85	11854	2.0
85	11855	5.0
85	11856	5.0
85	11857	3.0
85	11858	3.0
85	11859	3.0
85	11861	5.0
85	11863	5.0
85	11933	3.0
86	11287	4.0
86	11298	4.0
86	11302	3.0
86	11303	3.0
86	11304	2.0
86	11305	5.0
86	11306	3.0
86	11307	5.0
86	11308	3.0
86	11350	5.0
86	11739	8.0
86	11740	8.0
86	11743	8.0
86	11744	8.0
86	11745	8.0
86	11746	8.0
86	11747	8.0
86	11749	8.0
86	11750	8.0
86	11752	8.0
86	11753	8.0
86	11754	8.0
86	11757	8.0
86	11758	8.0
86	11761	8.0
86	11763	8.0
86	11764	8.0
86	11765	8.0
86	11766	8.0
86	11767	8.0
86	11768	8.0
86	11769	8.0
86	11770	8.0
86	11771	8.0
86	11772	8.0
86	11773	8.0
86	11774	8.0
86	11775	8.0
86	11776	8.0
86	11777	8.0
86	11778	8.0
86	11781	8.0
86	11782	8.0
86	11783	8.0
86	11784	8.0
86	11785	8.0
86	11787	8.0
86	11789	8.0
86	11790	8.0
86	11792	8.0
86	11793	8.0
86	11796	8.0
86	11797	8.0
86	11798	8.0
86	11799	8.0
86	11800	8.0
86	11801	8.0
86	11803	8.0
86	11804	8.0
86	11806	8.0
86	11807	8.0
86	11808	8.0
86	11810	8.0
86	11811	8.0
86	11812	8.0
86	11813	8.0
86	11814	8.0
86	11815	8.0
86	11816	8.0
86	11818	8.0
86	11819	8.0
86	11820	8.0
86	11821	8.0
86	11826	8.0
86	11827	8.0
86	11828	8.0
86	11829	8.0
86	11830	8.0
86	11831	8.0
86	11832	8.0
86	11833	8.0
86	11834	8.0
86	11835	8.0
86	11836	8.0
86	11837	8.0
86	11838	8.0
86	11839	8.0
86	11840	8.0
86	11841	8.0
86	11842	8.0
86	11843	8.0
86	11844	8.0
86	11845	8.0
86	11846	8.0
86	11847	8.0
86	11848	8.0
86	11849	8.0
86	11850	8.0
86	11851	8.0
86	11852	5.0
86	11853	5.0
86	11854	4.0
86	11855	5.0
86	11856	5.0
86	11857	3.0
86	11858	5.0
86	11859	3.0
86	11861	4.0
86	11863	4.0
86	11933	3.0
87	11287	2.0
87	11298	3.0
87	11302	2.0
87	11303	4.0
87	11304	4.0
87	11305	3.0
87	11306	3.0
87	11307	3.0
87	11308	5.0
87	11350	5.0
87	11352	8.0
87	11354	8.0
87	11358	8.0
87	11363	8.0
87	11364	8.0
87	11370	8.0
87	11409	8.0
87	11416	8.0
87	11418	8.0
87	11419	8.0
87	11421	8.0
87	11423	8.0
87	11425	8.0
87	11426	8.0
87	11428	8.0
87	11429	8.0
87	11430	8.0
87	11431	8.0
87	11432	8.0
87	11433	8.0
87	11434	8.0
87	11435	8.0
87	11438	8.0
87	11440	8.0
87	11441	8.0
87	11443	8.0
87	11444	8.0
87	11447	8.0
87	11448	8.0
87	11449	8.0
87	11450	8.0
87	11451	8.0
87	11452	8.0
87	11459	8.0
87	11461	8.0
87	11464	8.0
87	11465	8.0
87	11468	8.0
87	11470	8.0
87	11471	8.0
87	11472	8.0
87	11474	8.0
87	11475	8.0
87	11477	8.0
87	11479	8.0
87	11480	8.0
87	11481	8.0
87	11482	8.0
87	11484	8.0
87	11486	8.0
87	11487	8.0
87	11488	8.0
87	11489	8.0
87	11490	8.0
87	11491	8.0
87	11492	8.0
87	11495	8.0
87	11496	8.0
87	11497	8.0
87	11498	8.0
87	11499	8.0
87	11500	8.0
87	11501	8.0
87	11502	8.0
87	11504	8.0
87	11512	8.0
87	11513	8.0
87	11514	8.0
87	11515	8.0
87	11516	8.0
87	11517	8.0
87	11518	8.0
87	11519	8.0
87	11520	8.0
87	11522	8.0
87	11529	8.0
87	11532	8.0
87	11533	8.0
87	11534	8.0
87	11535	8.0
87	11536	8.0
87	11537	8.0
87	11538	8.0
87	11539	8.0
87	11540	8.0
87	11541	8.0
87	11542	8.0
87	11544	8.0
87	11545	8.0
87	11546	8.0
87	11548	8.0
87	11852	5.0
87	11853	4.0
87	11854	4.0
87	11855	5.0
87	11856	5.0
87	11857	4.0
87	11858	5.0
87	11859	2.0
87	11861	4.0
87	11863	3.0
87	11933	3.0
88	11287	2.0
88	11298	5.0
88	11302	5.0
88	11303	4.0
88	11304	3.0
88	11305	5.0
88	11306	5.0
88	11307	5.0
88	11308	4.0
88	11350	2.0
88	11548	8.0
88	11549	8.0
88	11550	8.0
88	11551	8.0
88	11552	8.0
88	11553	8.0
88	11554	8.0
88	11555	8.0
88	11556	8.0
88	11564	8.0
88	11565	8.0
88	11566	8.0
88	11567	8.0
88	11568	8.0
88	11569	8.0
88	11571	8.0
88	11572	8.0
88	11576	8.0
88	11592	8.0
88	11593	8.0
88	11595	8.0
88	11596	8.0
88	11600	8.0
88	11601	8.0
88	11602	8.0
88	11603	8.0
88	11604	8.0
88	11605	8.0
88	11606	8.0
88	11607	8.0
88	11608	8.0
88	11609	8.0
88	11610	8.0
88	11611	8.0
88	11614	8.0
88	11615	8.0
88	11622	8.0
88	11624	8.0
88	11625	8.0
88	11628	8.0
88	11629	8.0
88	11630	8.0
88	11632	8.0
88	11634	8.0
88	11636	8.0
88	11637	8.0
88	11639	8.0
88	11640	8.0
88	11641	8.0
88	11642	8.0
88	11643	8.0
88	11647	8.0
88	11648	8.0
88	11650	8.0
88	11651	8.0
88	11652	8.0
88	11655	8.0
88	11656	8.0
88	11657	8.0
88	11658	8.0
88	11666	8.0
88	11668	8.0
88	11669	8.0
88	11670	8.0
88	11671	8.0
88	11674	8.0
88	11676	8.0
88	11677	8.0
88	11682	8.0
88	11684	8.0
88	11685	8.0
88	11686	8.0
88	11687	8.0
88	11688	8.0
88	11689	8.0
88	11690	8.0
88	11691	8.0
88	11692	8.0
88	11694	8.0
88	11695	8.0
88	11697	8.0
88	11698	8.0
88	11699	8.0
88	11700	8.0
88	11701	8.0
88	11702	8.0
88	11704	8.0
88	11705	8.0
88	11717	8.0
88	11720	8.0
88	11722	8.0
88	11727	8.0
88	11728	8.0
88	11730	8.0
88	11731	8.0
88	11732	8.0
88	11733	8.0
88	11735	8.0
88	11736	8.0
88	11737	8.0
88	11739	8.0
88	11852	3.0
88	11853	3.0
88	11854	2.0
88	11855	4.0
88	11856	3.0
88	11857	2.0
88	11858	5.0
88	11859	3.0
88	11861	4.0
88	11863	2.0
88	11933	4.0
89	11287	3.0
89	11298	2.0
89	11302	2.0
89	11303	2.0
89	11304	2.0
89	11305	2.0
89	11306	5.0
89	11307	5.0
89	11308	5.0
89	11350	2.0
89	11739	8.0
89	11740	8.0
89	11743	8.0
89	11744	8.0
89	11745	8.0
89	11746	8.0
89	11747	8.0
89	11749	8.0
89	11750	8.0
89	11752	8.0
89	11753	8.0
89	11754	8.0
89	11757	8.0
89	11758	8.0
89	11761	8.0
89	11763	8.0
89	11764	8.0
89	11765	8.0
89	11766	8.0
89	11767	8.0
89	11768	8.0
89	11769	8.0
89	11770	8.0
89	11771	8.0
89	11772	8.0
89	11773	8.0
89	11774	8.0
89	11775	8.0
89	11776	8.0
89	11777	8.0
89	11778	8.0
89	11781	8.0
89	11782	8.0
89	11783	8.0
89	11784	8.0
89	11785	8.0
89	11787	8.0
89	11789	8.0
89	11790	8.0
89	11792	8.0
89	11793	8.0
89	11796	8.0
89	11797	8.0
89	11798	8.0
89	11799	8.0
89	11800	8.0
89	11801	8.0
89	11803	8.0
89	11804	8.0
89	11806	8.0
89	11807	8.0
89	11808	8.0
89	11810	8.0
89	11811	8.0
89	11812	8.0
89	11813	8.0
89	11814	8.0
89	11815	8.0
89	11816	8.0
89	11818	8.0
89	11819	8.0
89	11820	8.0
89	11821	8.0
89	11826	8.0
89	11827	8.0
89	11828	8.0
89	11829	8.0
89	11830	8.0
89	11831	8.0
89	11832	8.0
89	11833	8.0
89	11834	8.0
89	11835	8.0
89	11836	8.0
89	11837	8.0
89	11838	8.0
89	11839	8.0
89	11840	8.0
89	11841	8.0
89	11842	8.0
89	11843	8.0
89	11844	8.0
89	11845	8.0
89	11846	8.0
89	11847	8.0
89	11848	8.0
89	11849	8.0
89	11850	8.0
89	11851	8.0
89	11852	2.0
89	11853	2.0
89	11854	5.0
89	11855	5.0
89	11856	3.0
89	11857	2.0
89	11858	5.0
89	11859	2.0
89	11861	3.0
89	11863	4.0
89	11933	3.0
90	11287	3.0
90	11298	5.0
90	11302	4.0
90	11303	3.0
90	11304	4.0
90	11305	2.0
90	11306	4.0
90	11307	3.0
90	11308	2.0
90	11350	4.0
90	11352	8.0
90	11354	8.0
90	11358	8.0
90	11363	8.0
90	11364	8.0
90	11370	8.0
90	11409	8.0
90	11416	8.0
90	11418	8.0
90	11419	8.0
90	11421	8.0
90	11423	8.0
90	11425	8.0
90	11426	8.0
90	11428	8.0
90	11429	8.0
90	11430	8.0
90	11431	8.0
90	11432	8.0
90	11433	8.0
90	11434	8.0
90	11435	8.0
90	11438	8.0
90	11440	8.0
90	11441	8.0
90	11443	8.0
90	11444	8.0
90	11447	8.0
90	11448	8.0
90	11449	8.0
90	11450	8.0
90	11451	8.0
90	11452	8.0
90	11459	8.0
90	11461	8.0
90	11464	8.0
90	11465	8.0
90	11468	8.0
90	11470	8.0
90	11471	8.0
90	11472	8.0
90	11474	8.0
90	11475	8.0
90	11477	8.0
90	11479	8.0
90	11480	8.0
90	11481	8.0
90	11482	8.0
90	11484	8.0
90	11486	8.0
90	11487	8.0
90	11488	8.0
90	11489	8.0
90	11490	8.0
90	11491	8.0
90	11492	8.0
90	11495	8.0
90	11496	8.0
90	11497	8.0
90	11498	8.0
90	11499	8.0
90	11500	8.0
90	11501	8.0
90	11502	8.0
90	11504	8.0
90	11512	8.0
90	11513	8.0
90	11514	8.0
90	11515	8.0
90	11516	8.0
90	11517	8.0
90	11518	8.0
90	11519	8.0
90	11520	8.0
90	11522	8.0
90	11529	8.0
90	11532	8.0
90	11533	8.0
90	11534	8.0
90	11535	8.0
90	11536	8.0
90	11537	8.0
90	11538	8.0
90	11539	8.0
90	11540	8.0
90	11541	8.0
90	11542	8.0
90	11544	8.0
90	11545	8.0
90	11546	8.0
90	11548	8.0
90	11852	5.0
90	11853	3.0
90	11854	5.0
90	11855	5.0
90	11856	5.0
90	11857	5.0
90	11858	3.0
90	11859	3.0
90	11861	5.0
90	11863	5.0
90	11933	2.0
91	11287	5.0
91	11298	5.0
91	11302	3.0
91	11303	2.0
91	11304	2.0
91	11305	4.0
91	11306	5.0
91	11307	2.0
91	11308	5.0
91	11350	2.0
91	11548	8.0
91	11549	8.0
91	11550	8.0
91	11551	8.0
91	11552	8.0
91	11553	8.0
91	11554	8.0
91	11555	8.0
91	11556	8.0
91	11564	8.0
91	11565	8.0
91	11566	8.0
91	11567	8.0
91	11568	8.0
91	11569	8.0
91	11571	8.0
91	11572	8.0
91	11576	8.0
91	11592	8.0
91	11593	8.0
91	11595	8.0
91	11596	8.0
91	11600	8.0
91	11601	8.0
91	11602	8.0
91	11603	8.0
91	11604	8.0
91	11605	8.0
91	11606	8.0
91	11607	8.0
91	11608	8.0
91	11609	8.0
91	11610	8.0
91	11611	8.0
91	11614	8.0
91	11615	8.0
91	11622	8.0
91	11624	8.0
91	11625	8.0
91	11628	8.0
91	11629	8.0
91	11630	8.0
91	11632	8.0
91	11634	8.0
91	11636	8.0
91	11637	8.0
91	11639	8.0
91	11640	8.0
91	11641	8.0
91	11642	8.0
91	11643	8.0
91	11647	8.0
91	11648	8.0
91	11650	8.0
91	11651	8.0
91	11652	8.0
91	11655	8.0
91	11656	8.0
91	11657	8.0
91	11658	8.0
91	11666	8.0
91	11668	8.0
91	11669	8.0
91	11670	8.0
91	11671	8.0
91	11674	8.0
91	11676	8.0
91	11677	8.0
91	11682	8.0
91	11684	8.0
91	11685	8.0
91	11686	8.0
91	11687	8.0
91	11688	8.0
91	11689	8.0
91	11690	8.0
91	11691	8.0
91	11692	8.0
91	11694	8.0
91	11695	8.0
91	11697	8.0
91	11698	8.0
91	11699	8.0
91	11700	8.0
91	11701	8.0
91	11702	8.0
91	11704	8.0
91	11705	8.0
91	11717	8.0
91	11720	8.0
91	11722	8.0
91	11727	8.0
91	11728	8.0
91	11730	8.0
91	11731	8.0
91	11732	8.0
91	11733	8.0
91	11735	8.0
91	11736	8.0
91	11737	8.0
91	11739	8.0
91	11852	2.0
91	11853	3.0
91	11854	2.0
91	11855	5.0
91	11856	2.0
91	11857	3.0
91	11858	5.0
91	11859	4.0
91	11861	5.0
91	11863	3.0
91	11933	3.0
92	11287	4.0
92	11298	3.0
92	11302	2.0
92	11303	5.0
92	11304	2.0
92	11305	2.0
92	11306	3.0
92	11307	2.0
92	11308	3.0
92	11350	5.0
92	11739	8.0
92	11740	8.0
92	11743	8.0
92	11744	8.0
92	11745	8.0
92	11746	8.0
92	11747	8.0
92	11749	8.0
92	11750	8.0
92	11752	8.0
92	11753	8.0
92	11754	8.0
92	11757	8.0
92	11758	8.0
92	11761	8.0
92	11763	8.0
92	11764	8.0
92	11765	8.0
92	11766	8.0
92	11767	8.0
92	11768	8.0
92	11769	8.0
92	11770	8.0
92	11771	8.0
92	11772	8.0
92	11773	8.0
92	11774	8.0
92	11775	8.0
92	11776	8.0
92	11777	8.0
92	11778	8.0
92	11781	8.0
92	11782	8.0
92	11783	8.0
92	11784	8.0
92	11785	8.0
92	11787	8.0
92	11789	8.0
92	11790	8.0
92	11792	8.0
92	11793	8.0
92	11796	8.0
92	11797	8.0
92	11798	8.0
92	11799	8.0
92	11800	8.0
92	11801	8.0
92	11803	8.0
92	11804	8.0
92	11806	8.0
92	11807	8.0
92	11808	8.0
92	11810	8.0
92	11811	8.0
92	11812	8.0
92	11813	8.0
92	11814	8.0
92	11815	8.0
92	11816	8.0
92	11818	8.0
92	11819	8.0
92	11820	8.0
92	11821	8.0
92	11826	8.0
92	11827	8.0
92	11828	8.0
92	11829	8.0
92	11830	8.0
92	11831	8.0
92	11832	8.0
92	11833	8.0
92	11834	8.0
92	11835	8.0
92	11836	8.0
92	11837	8.0
92	11838	8.0
92	11839	8.0
92	11840	8.0
92	11841	8.0
92	11842	8.0
92	11843	8.0
92	11844	8.0
92	11845	8.0
92	11846	8.0
92	11847	8.0
92	11848	8.0
92	11849	8.0
92	11850	8.0
92	11851	8.0
92	11852	3.0
92	11853	5.0
92	11854	3.0
92	11855	4.0
92	11856	5.0
92	11857	3.0
92	11858	2.0
92	11859	3.0
92	11861	4.0
92	11863	4.0
92	11933	3.0
93	11287	3.0
93	11298	3.0
93	11302	5.0
93	11303	2.0
93	11304	4.0
93	11305	5.0
93	11306	5.0
93	11307	4.0
93	11308	4.0
93	11350	4.0
93	11352	8.0
93	11354	8.0
93	11358	8.0
93	11363	8.0
93	11364	8.0
93	11370	8.0
93	11409	8.0
93	11416	8.0
93	11418	8.0
93	11419	8.0
93	11421	8.0
93	11423	8.0
93	11425	8.0
93	11426	8.0
93	11428	8.0
93	11429	8.0
93	11430	8.0
93	11431	8.0
93	11432	8.0
93	11433	8.0
93	11434	8.0
93	11435	8.0
93	11438	8.0
93	11440	8.0
93	11441	8.0
93	11443	8.0
93	11444	8.0
93	11447	8.0
93	11448	8.0
93	11449	8.0
93	11450	8.0
93	11451	8.0
93	11452	8.0
93	11459	8.0
93	11461	8.0
93	11464	8.0
93	11465	8.0
93	11468	8.0
93	11470	8.0
93	11471	8.0
93	11472	8.0
93	11474	8.0
93	11475	8.0
93	11477	8.0
93	11479	8.0
93	11480	8.0
93	11481	8.0
93	11482	8.0
93	11484	8.0
93	11486	8.0
93	11487	8.0
93	11488	8.0
93	11489	8.0
93	11490	8.0
93	11491	8.0
93	11492	8.0
93	11495	8.0
93	11496	8.0
93	11497	8.0
93	11498	8.0
93	11499	8.0
93	11500	8.0
93	11501	8.0
93	11502	8.0
93	11504	8.0
93	11512	8.0
93	11513	8.0
93	11514	8.0
93	11515	8.0
93	11516	8.0
93	11517	8.0
93	11518	8.0
93	11519	8.0
93	11520	8.0
93	11522	8.0
93	11529	8.0
93	11532	8.0
93	11533	8.0
93	11534	8.0
93	11535	8.0
93	11536	8.0
93	11537	8.0
93	11538	8.0
93	11539	8.0
93	11540	8.0
93	11541	8.0
